,Batch,ID,Time,Embryo,Zona
361,D2018_01_29_S00153_I0831_D_pdb,E5,9673,,
362,D2018_01_29_S00153_I0831_D_pdb,E5,4846,0.1943,0.3057
363,D2018_01_29_S00153_I0831_D_pdb,E5,4216,0.1993,0.3117
364,D2018_01_29_S00153_I0831_D_pdb,E5,8692,,
365,D2018_01_29_S00153_I0831_D_pdb,E5,3331,0.1958,0.3060
366,D2018_01_29_S00153_I0831_D_pdb,E5,8099,0.2075,0.3089
367,D2018_01_29_S00153_I0831_D_pdb,E5,8772,,
368,D2018_01_29_S00153_I0831_D_pdb,E5,701,0.1963,0.3140
369,D2018_01_29_S00153_I0831_D_pdb,E5,941,0.1937,0.3170
370,D2018_01_29_S00153_I0831_D_pdb,E5,8209,0.2077,0.3191
371,D2018_01_29_S00153_I0831_D_pdb,E5,8229,0.2004,0.3089
372,D2018_01_29_S00153_I0831_D_pdb,E5,4756,0.1926,0.3079
373,D2018_01_29_S00153_I0831_D_pdb,E5,9790,,
374,D2018_01_29_S00153_I0831_D_pdb,E5,5126,0.1909,0.3053
375,D2018_01_29_S00153_I0831_D_pdb,E5,1061,0.1949,0.3168
376,D2018_01_29_S00153_I0831_D_pdb,E5,7859,0.2062,0.3069
377,D2018_01_29_S00153_I0831_D_pdb,E5,6447,0.1914,0.3014
378,D2018_01_29_S00153_I0831_D_pdb,E5,3621,0.1994,0.3071
379,D2018_01_29_S00153_I0831_D_pdb,E5,3821,0.1990,0.3067
380,D2018_01_29_S00153_I0831_D_pdb,E5,6207,0.1958,0.3052
381,D2018_01_29_S00153_I0831_D_pdb,E5,2151,0.1943,0.3016
382,D2018_01_29_S00153_I0831_D_pdb,E5,1540,0.1980,0.3025
383,D2018_01_29_S00153_I0831_D_pdb,E5,801,0.1947,0.3173
384,D2018_01_29_S00153_I0831_D_pdb,E5,1520,0.1950,0.3038
385,D2018_01_29_S00153_I0831_D_pdb,E5,4806,0.1940,0.3079
386,D2018_01_29_S00153_I0831_D_pdb,E5,7629,0.2129,0.3208
387,D2018_01_29_S00153_I0831_D_pdb,E5,8427,,
388,D2018_01_29_S00153_I0831_D_pdb,E5,2241,0.1929,0.3089
389,D2018_01_29_S00153_I0831_D_pdb,E5,741,0.1954,0.3162
390,D2018_01_29_S00153_I0831_D_pdb,E5,271,0.1920,0.3156
391,D2018_01_29_S00153_I0831_D_pdb,E5,6608,0.1942,0.3008
392,D2018_01_29_S00153_I0831_D_pdb,E5,6908,0.1957,0.3020
393,D2018_01_29_S00153_I0831_D_pdb,E5,6037,0.1956,0.3022
394,D2018_01_29_S00153_I0831_D_pdb,E5,6247,0.1948,0.3035
395,D2018_01_29_S00153_I0831_D_pdb,E5,9820,,
396,D2018_01_29_S00153_I0831_D_pdb,E5,1640,0.1975,0.3022
397,D2018_01_29_S00153_I0831_D_pdb,E5,7799,0.2061,0.3133
398,D2018_01_29_S00153_I0831_D_pdb,E5,8019,0.2096,0.3148
399,D2018_01_29_S00153_I0831_D_pdb,E5,9262,,
400,D2018_01_29_S00153_I0831_D_pdb,E5,7989,0.2117,0.3101
401,D2018_01_29_S00153_I0831_D_pdb,E5,4056,0.1985,0.3072
402,D2018_01_29_S00153_I0831_D_pdb,E5,6828,0.1913,0.3052
403,D2018_01_29_S00153_I0831_D_pdb,E5,1770,0.1965,0.3010
404,D2018_01_29_S00153_I0831_D_pdb,E5,8892,,
405,D2018_01_29_S00153_I0831_D_pdb,E5,3441,0.1966,0.3062
406,D2018_01_29_S00153_I0831_D_pdb,E5,8952,,
407,D2018_01_29_S00153_I0831_D_pdb,E5,8993,,
408,D2018_01_29_S00153_I0831_D_pdb,E5,7729,0.2086,0.3146
409,D2018_01_29_S00153_I0831_D_pdb,E5,7659,0.2121,0.3185
410,D2018_01_29_S00153_I0831_D_pdb,E5,8299,0.1944,0.2926
411,D2018_01_29_S00153_I0831_D_pdb,E5,9232,,
412,D2018_01_29_S00153_I0831_D_pdb,E5,4336,0.1973,0.3108
413,D2018_01_29_S00153_I0831_D_pdb,E5,7299,0.2201,0.3263
414,D2018_01_29_S00153_I0831_D_pdb,E5,50,0.1975,0.3152
415,D2018_01_29_S00153_I0831_D_pdb,E5,671,0.1954,0.3120
416,D2018_01_29_S00153_I0831_D_pdb,E5,7929,0.2095,0.3098
417,D2018_01_29_S00153_I0831_D_pdb,E5,1390,0.1896,0.3037
418,D2018_01_29_S00153_I0831_D_pdb,E5,9152,,
419,D2018_01_29_S00153_I0831_D_pdb,E5,901,0.1949,0.3192
420,D2018_01_29_S00153_I0831_D_pdb,E5,1190,0.1948,0.3080
421,D2018_01_29_S00153_I0831_D_pdb,E5,2791,0.1920,0.3083
422,D2018_01_29_S00153_I0831_D_pdb,E5,6227,0.1935,0.3029
423,D2018_01_29_S00153_I0831_D_pdb,E5,2110,0.1966,0.3006
424,D2018_01_29_S00153_I0831_D_pdb,E5,2221,0.1933,0.3103
425,D2018_01_29_S00153_I0831_D_pdb,E5,9940,,
426,D2018_01_29_S00153_I0831_D_pdb,E5,2631,0.1932,0.3090
427,D2018_01_29_S00153_I0831_D_pdb,E5,481,0.1934,0.3144
428,D2018_01_29_S00153_I0831_D_pdb,E5,6718,0.1914,0.3026
429,D2018_01_29_S00153_I0831_D_pdb,E5,891,0.1935,0.3181
430,D2018_01_29_S00153_I0831_D_pdb,E5,1420,0.1952,0.3033
431,D2018_01_29_S00153_I0831_D_pdb,E5,5326,0.1917,0.3034
432,D2018_01_29_S00153_I0831_D_pdb,E5,8069,0.2115,0.3127
433,D2018_01_29_S00153_I0831_D_pdb,E5,1460,0.1881,0.3036
434,D2018_01_29_S00153_I0831_D_pdb,E5,4286,0.1981,0.3120
435,D2018_01_29_S00153_I0831_D_pdb,E5,6427,0.1931,0.3045
436,D2018_01_29_S00153_I0831_D_pdb,E5,3992,0.1997,0.3074
437,D2018_01_29_S00153_I0831_D_pdb,E5,8522,,
438,D2018_01_29_S00153_I0831_D_pdb,E5,1881,0.1964,0.3017
439,D2018_01_29_S00153_I0831_D_pdb,E5,5967,0.1935,0.3019
440,D2018_01_29_S00153_I0831_D_pdb,E5,5536,0.1924,0.3053
441,D2018_01_29_S00153_I0831_D_pdb,E5,4796,0.1955,0.3068
442,D2018_01_29_S00153_I0831_D_pdb,E5,5036,0.1945,0.3084
443,D2018_01_29_S00153_I0831_D_pdb,E5,771,0.1954,0.3147
444,D2018_01_29_S00153_I0831_D_pdb,E5,731,0.1955,0.3132
445,D2018_01_29_S00153_I0831_D_pdb,E5,6067,0.1949,0.3038
446,D2018_01_29_S00153_I0831_D_pdb,E5,8532,,
447,D2018_01_29_S00153_I0831_D_pdb,E5,3371,0.1960,0.3069
448,D2018_01_29_S00153_I0831_D_pdb,E5,3671,0.1976,0.3080
449,D2018_01_29_S00153_I0831_D_pdb,E5,4226,0.1977,0.3089
450,D2018_01_29_S00153_I0831_D_pdb,E5,7409,0.2206,0.3279
451,D2018_01_29_S00153_I0831_D_pdb,E5,150,0.1922,0.3144
452,D2018_01_29_S00153_I0831_D_pdb,E5,1820,0.1986,0.3030
453,D2018_01_29_S00153_I0831_D_pdb,E5,3491,0.1980,0.3050
454,D2018_01_29_S00153_I0831_D_pdb,E5,4616,0.1913,0.3072
455,D2018_01_29_S00153_I0831_D_pdb,E5,5526,0.1927,0.3037
456,D2018_01_29_S00153_I0831_D_pdb,E5,8832,,
457,D2018_01_29_S00153_I0831_D_pdb,E5,1240,0.1925,0.3083
458,D2018_01_29_S00153_I0831_D_pdb,E5,9483,,
459,D2018_01_29_S00153_I0831_D_pdb,E5,7359,0.2171,0.3231
460,D2018_01_29_S00153_I0831_D_pdb,E5,4276,0.2004,0.3101
461,D2018_01_29_S00153_I0831_D_pdb,E5,9840,,
462,D2018_01_29_S00153_I0831_D_pdb,E5,7399,0.2199,0.3293
463,D2018_01_29_S00153_I0831_D_pdb,E5,9553,,
464,D2018_01_29_S00153_I0831_D_pdb,E5,3221,0.1986,0.3085
465,D2018_01_29_S00153_I0831_D_pdb,E5,3541,0.1957,0.3082
466,D2018_01_29_S00153_I0831_D_pdb,E5,3121,0.1993,0.3047
467,D2018_01_29_S00153_I0831_D_pdb,E5,5046,0.1943,0.3086
468,D2018_01_29_S00153_I0831_D_pdb,E5,3891,0.1978,0.3044
469,D2018_01_29_S00153_I0831_D_pdb,E5,6378,0.1933,0.3041
470,D2018_01_29_S00153_I0831_D_pdb,E5,8912,,
471,D2018_01_29_S00153_I0831_D_pdb,E5,5016,0.1933,0.3091
472,D2018_01_29_S00153_I0831_D_pdb,E5,611,0.1937,0.3141
473,D2018_01_29_S00153_I0831_D_pdb,E5,2311,0.1917,0.3092
474,D2018_01_29_S00153_I0831_D_pdb,E5,3901,0.1972,0.3058
475,D2018_01_29_S00153_I0831_D_pdb,E5,6838,0.1903,0.3042
476,D2018_01_29_S00153_I0831_D_pdb,E5,1720,0.1975,0.3016
477,D2018_01_29_S00153_I0831_D_pdb,E5,1400,0.1908,0.3039
478,D2018_01_29_S00153_I0831_D_pdb,E5,4896,0.1939,0.3063
479,D2018_01_29_S00153_I0831_D_pdb,E5,7229,0.2182,0.3257
480,D2018_01_29_S00153_I0831_D_pdb,E5,2171,0.1962,0.3062
481,D2018_01_29_S00153_I0831_D_pdb,E5,5076,0.1911,0.3038
482,D2018_01_29_S00153_I0831_D_pdb,E5,3781,0.1985,0.3096
483,D2018_01_29_S00153_I0831_D_pdb,E5,7369,0.2163,0.3267
484,D2018_01_29_S00153_I0831_D_pdb,E5,5206,0.1922,0.3019
485,D2018_01_29_S00153_I0831_D_pdb,E5,5106,0.1917,0.3062
486,D2018_01_29_S00153_I0831_D_pdb,E5,8179,0.2084,0.3191
487,D2018_01_29_S00153_I0831_D_pdb,E5,4415,0.1964,0.3083
488,D2018_01_29_S00153_I0831_D_pdb,E5,2651,0.1941,0.3093
489,D2018_01_29_S00153_I0831_D_pdb,E5,7239,0.2188,0.3254
490,D2018_01_29_S00153_I0831_D_pdb,E5,2591,0.1955,0.3057
491,D2018_01_29_S00153_I0831_D_pdb,E5,6688,0.1922,0.3032
492,D2018_01_29_S00153_I0831_D_pdb,E5,191,0.1946,0.3129
493,D2018_01_29_S00153_I0831_D_pdb,E5,3411,0.1961,0.3063
494,D2018_01_29_S00153_I0831_D_pdb,E5,6488,0.1956,0.3009
495,D2018_01_29_S00153_I0831_D_pdb,E5,1630,0.1972,0.3040
496,D2018_01_29_S00153_I0831_D_pdb,E5,6868,0.1916,0.3015
497,D2018_01_29_S00153_I0831_D_pdb,E5,4946,0.1917,0.3063
498,D2018_01_29_S00153_I0831_D_pdb,E5,6277,0.1940,0.3028
499,D2018_01_29_S00153_I0831_D_pdb,E5,8662,,
500,D2018_01_29_S00153_I0831_D_pdb,E5,6808,0.1908,0.3038
501,D2018_01_29_S00153_I0831_D_pdb,E5,5726,0.1920,0.3030
502,D2018_01_29_S00153_I0831_D_pdb,E5,551,0.1932,0.3168
503,D2018_01_29_S00153_I0831_D_pdb,E5,321,0.1914,0.3132
504,D2018_01_29_S00153_I0831_D_pdb,E5,4366,0.1969,0.3113
505,D2018_01_29_S00153_I0831_D_pdb,E5,1410,0.1945,0.3073
506,D2018_01_29_S00153_I0831_D_pdb,E5,6528,0.1929,0.3033
507,D2018_01_29_S00153_I0831_D_pdb,E5,1660,0.1967,0.3045
508,D2018_01_29_S00153_I0831_D_pdb,E5,3801,0.1977,0.3070
509,D2018_01_29_S00153_I0831_D_pdb,E5,9063,,
510,D2018_01_29_S00153_I0831_D_pdb,E5,7129,0.2003,0.3080
511,D2018_01_29_S00153_I0831_D_pdb,E5,2401,0.1911,0.3089
512,D2018_01_29_S00153_I0831_D_pdb,E5,2341,0.1924,0.3094
513,D2018_01_29_S00153_I0831_D_pdb,E5,6308,0.1952,0.3041
514,D2018_01_29_S00153_I0831_D_pdb,E5,301,0.1921,0.3127
515,D2018_01_29_S00153_I0831_D_pdb,E5,9212,,
516,D2018_01_29_S00153_I0831_D_pdb,E5,1125,0.1968,0.3060
517,D2018_01_29_S00153_I0831_D_pdb,E5,9493,,
518,D2018_01_29_S00153_I0831_D_pdb,E5,3811,0.1986,0.3060
519,D2018_01_29_S00153_I0831_D_pdb,E5,6288,0.1930,0.3012
520,D2018_01_29_S00153_I0831_D_pdb,E5,4246,0.1990,0.3084
521,D2018_01_29_S00153_I0831_D_pdb,E5,7869,0.2053,0.3047
522,D2018_01_29_S00153_I0831_D_pdb,E5,2991,0.1949,0.3099
523,D2018_01_29_S00153_I0831_D_pdb,E5,5817,0.1953,0.3025
524,D2018_01_29_S00153_I0831_D_pdb,E5,2471,0.1929,0.3124
525,D2018_01_29_S00153_I0831_D_pdb,E5,5987,0.1932,0.3028
526,D2018_01_29_S00153_I0831_D_pdb,E5,7089,0.1988,0.3058
527,D2018_01_29_S00153_I0831_D_pdb,E5,7159,0.2048,0.3111
528,D2018_01_29_S00153_I0831_D_pdb,E5,7329,0.2162,0.3210
529,D2018_01_29_S00153_I0831_D_pdb,E5,1031,0.1961,0.3170
530,D2018_01_29_S00153_I0831_D_pdb,E5,2951,0.1940,0.3098
531,D2018_01_29_S00153_I0831_D_pdb,E5,7529,0.2160,0.3214
532,D2018_01_29_S00153_I0831_D_pdb,E5,881,0.1940,0.3171
533,D2018_01_29_S00153_I0831_D_pdb,E5,3511,0.1972,0.3087
534,D2018_01_29_S00153_I0831_D_pdb,E5,2161,0.1923,0.3073
535,D2018_01_29_S00153_I0831_D_pdb,E5,2451,0.1924,0.3076
536,D2018_01_29_S00153_I0831_D_pdb,E5,2080,0.1969,0.3016
537,D2018_01_29_S00153_I0831_D_pdb,E5,9713,,
538,D2018_01_29_S00153_I0831_D_pdb,E5,4936,0.1944,0.3050
539,D2018_01_29_S00153_I0831_D_pdb,E5,2010,0.1975,0.3026
540,D2018_01_29_S00153_I0831_D_pdb,E5,8029,0.2057,0.3043
541,D2018_01_29_S00153_I0831_D_pdb,E5,5436,0.1911,0.3036
542,D2018_01_29_S00153_I0831_D_pdb,E5,5266,0.1929,0.3052
543,D2018_01_29_S00153_I0831_D_pdb,E5,9443,,
544,D2018_01_29_S00153_I0831_D_pdb,E5,8762,,
545,D2018_01_29_S00153_I0831_D_pdb,E5,9653,,
546,D2018_01_29_S00153_I0831_D_pdb,E5,8562,,
547,D2018_01_29_S00153_I0831_D_pdb,E5,2701,0.1958,0.3050
548,D2018_01_29_S00153_I0831_D_pdb,E5,211,0.1924,0.3183
549,D2018_01_29_S00153_I0831_D_pdb,E5,7179,0.2065,0.3140
550,D2018_01_29_S00153_I0831_D_pdb,E5,4196,0.1995,0.3099
551,D2018_01_29_S00153_I0831_D_pdb,E5,451,0.1933,0.3156
552,D2018_01_29_S00153_I0831_D_pdb,E5,5867,0.1977,0.3035
553,D2018_01_29_S00153_I0831_D_pdb,E5,7459,0.2181,0.3221
554,D2018_01_29_S00153_I0831_D_pdb,E5,3611,0.1989,0.3082
555,D2018_01_29_S00153_I0831_D_pdb,E5,3471,0.1969,0.3052
556,D2018_01_29_S00153_I0831_D_pdb,E5,3881,0.1987,0.3069
557,D2018_01_29_S00153_I0831_D_pdb,E5,3911,0.1996,0.3061
558,D2018_01_29_S00153_I0831_D_pdb,E5,2831,0.1929,0.3104
559,D2018_01_29_S00153_I0831_D_pdb,E5,4976,0.1923,0.3060
560,D2018_01_29_S00153_I0831_D_pdb,E5,9013,,
561,D2018_01_29_S00153_I0831_D_pdb,E5,1450,0.1891,0.3073
562,D2018_01_29_S00153_I0831_D_pdb,E5,9633,,
563,D2018_01_29_S00153_I0831_D_pdb,E5,6457,0.1929,0.3033
564,D2018_01_29_S00153_I0831_D_pdb,E5,5006,0.1924,0.3075
565,D2018_01_29_S00153_I0831_D_pdb,E5,9242,,
566,D2018_01_29_S00153_I0831_D_pdb,E5,6568,0.1921,0.3025
567,D2018_01_29_S00153_I0831_D_pdb,E5,6217,0.1964,0.3034
568,D2018_01_29_S00153_I0831_D_pdb,E5,2301,0.1925,0.3073
569,D2018_01_29_S00153_I0831_D_pdb,E5,2731,0.1942,0.3110
570,D2018_01_29_S00153_I0831_D_pdb,E5,3051,0.1988,0.3102
571,D2018_01_29_S00153_I0831_D_pdb,E5,1280,0.1936,0.3068
572,D2018_01_29_S00153_I0831_D_pdb,E5,4886,0.1922,0.3039
573,D2018_01_29_S00153_I0831_D_pdb,E5,461,0.1935,0.3135
574,D2018_01_29_S00153_I0831_D_pdb,E5,9403,,
575,D2018_01_29_S00153_I0831_D_pdb,E5,7349,0.2139,0.3231
576,D2018_01_29_S00153_I0831_D_pdb,E5,831,0.1943,0.3149
577,D2018_01_29_S00153_I0831_D_pdb,E5,6137,0.1935,0.3061
578,D2018_01_29_S00153_I0831_D_pdb,E5,1910,0.1966,0.3028
579,D2018_01_29_S00153_I0831_D_pdb,E5,7389,0.2208,0.3300
580,D2018_01_29_S00153_I0831_D_pdb,E5,8139,0.2061,0.2965
581,D2018_01_29_S00153_I0831_D_pdb,E5,4556,0.1949,0.3069
582,D2018_01_29_S00153_I0831_D_pdb,E5,971,0.1942,0.3172
583,D2018_01_29_S00153_I0831_D_pdb,E5,351,0.1914,0.3155
584,D2018_01_29_S00153_I0831_D_pdb,E5,9282,,
585,D2018_01_29_S00153_I0831_D_pdb,E5,6147,0.1934,0.3041
586,D2018_01_29_S00153_I0831_D_pdb,E5,3421,0.1956,0.3090
587,D2018_01_29_S00153_I0831_D_pdb,E5,3281,0.1958,0.3084
588,D2018_01_29_S00153_I0831_D_pdb,E5,5927,0.1949,0.3019
589,D2018_01_29_S00153_I0831_D_pdb,E5,7649,0.2075,0.3134
590,D2018_01_29_S00153_I0831_D_pdb,E5,3721,0.1975,0.3046
591,D2018_01_29_S00153_I0831_D_pdb,E5,9810,,
592,D2018_01_29_S00153_I0831_D_pdb,E5,3571,0.1957,0.3084
593,D2018_01_29_S00153_I0831_D_pdb,E5,761,0.1952,0.3125
594,D2018_01_29_S00153_I0831_D_pdb,E5,981,0.1935,0.3171
595,D2018_01_29_S00153_I0831_D_pdb,E5,7309,0.2193,0.3243
596,D2018_01_29_S00153_I0831_D_pdb,E5,5656,0.1959,0.3016
597,D2018_01_29_S00153_I0831_D_pdb,E5,7028,0.1961,0.3025
598,D2018_01_29_S00153_I0831_D_pdb,E5,2181,0.1956,0.3111
599,D2018_01_29_S00153_I0831_D_pdb,E5,4826,0.1949,0.3078
600,D2018_01_29_S00153_I0831_D_pdb,E5,421,0.1919,0.3157
601,D2018_01_29_S00153_I0831_D_pdb,E5,7509,0.2158,0.3224
602,D2018_01_29_S00153_I0831_D_pdb,E5,2872,0.1943,0.3082
603,D2018_01_29_S00153_I0831_D_pdb,E5,6368,0.1937,0.3010
604,D2018_01_29_S00153_I0831_D_pdb,E5,8269,0.2030,0.3028
605,D2018_01_29_S00153_I0831_D_pdb,E5,8983,,
606,D2018_01_29_S00153_I0831_D_pdb,E5,4376,0.1972,0.3100
607,D2018_01_29_S00153_I0831_D_pdb,E5,5847,0.1970,0.3036
608,D2018_01_29_S00153_I0831_D_pdb,E5,561,0.1932,0.3160
609,D2018_01_29_S00153_I0831_D_pdb,E5,1103,0.1978,0.3071
610,D2018_01_29_S00153_I0831_D_pdb,E5,7289,0.2202,0.3283
611,D2018_01_29_S00153_I0831_D_pdb,E5,2491,0.1937,0.3096
612,D2018_01_29_S00153_I0831_D_pdb,E5,8612,,
613,D2018_01_29_S00153_I0831_D_pdb,E5,3111,0.2002,0.3093
614,D2018_01_29_S00153_I0831_D_pdb,E5,1610,0.1949,0.3034
615,D2018_01_29_S00153_I0831_D_pdb,E5,4966,0.1928,0.3062
616,D2018_01_29_S00153_I0831_D_pdb,E5,4506,0.1951,0.3080
617,D2018_01_29_S00153_I0831_D_pdb,E5,6778,0.1921,0.3028
618,D2018_01_29_S00153_I0831_D_pdb,E5,9683,,
619,D2018_01_29_S00153_I0831_D_pdb,E5,8792,,
620,D2018_01_29_S00153_I0831_D_pdb,E5,4586,0.1916,0.3084
621,D2018_01_29_S00153_I0831_D_pdb,E5,5736,0.1906,0.3052
622,D2018_01_29_S00153_I0831_D_pdb,E5,7939,0.2096,0.3112
623,D2018_01_29_S00153_I0831_D_pdb,E5,9728,,
624,D2018_01_29_S00153_I0831_D_pdb,E5,6257,0.1939,0.3024
625,D2018_01_29_S00153_I0831_D_pdb,E5,1990,0.1966,0.3039
626,D2018_01_29_S00153_I0831_D_pdb,E5,1570,0.1965,0.3046
627,D2018_01_29_S00153_I0831_D_pdb,E5,5777,0.1933,0.3069
628,D2018_01_29_S00153_I0831_D_pdb,E5,5386,0.1932,0.3050
629,D2018_01_29_S00153_I0831_D_pdb,E5,1580,0.1939,0.3012
630,D2018_01_29_S00153_I0831_D_pdb,E5,6327,0.1946,0.3018
631,D2018_01_29_S00153_I0831_D_pdb,E5,7149,0.2026,0.3069
632,D2018_01_29_S00153_I0831_D_pdb,E5,2911,0.1960,0.3071
633,D2018_01_29_S00153_I0831_D_pdb,E5,9513,,
634,D2018_01_29_S00153_I0831_D_pdb,E5,3361,0.1974,0.3050
635,D2018_01_29_S00153_I0831_D_pdb,E5,7789,0.2076,0.3188
636,D2018_01_29_S00153_I0831_D_pdb,E5,1500,0.1918,0.3062
637,D2018_01_29_S00153_I0831_D_pdb,E5,261,0.1917,0.3144
638,D2018_01_29_S00153_I0831_D_pdb,E5,8462,,
639,D2018_01_29_S00153_I0831_D_pdb,E5,8447,,
640,D2018_01_29_S00153_I0831_D_pdb,E5,8862,,
641,D2018_01_29_S00153_I0831_D_pdb,E5,5496,0.1922,0.3062
642,D2018_01_29_S00153_I0831_D_pdb,E5,8902,,
643,D2018_01_29_S00153_I0831_D_pdb,E5,4626,0.1922,0.3069
644,D2018_01_29_S00153_I0831_D_pdb,E5,3011,0.1981,0.3075
645,D2018_01_29_S00153_I0831_D_pdb,E5,841,0.1945,0.3160
646,D2018_01_29_S00153_I0831_D_pdb,E5,8722,,
647,D2018_01_29_S00153_I0831_D_pdb,E5,9573,,
648,D2018_01_29_S00153_I0831_D_pdb,E5,1741,0.1962,0.2992
649,D2018_01_29_S00153_I0831_D_pdb,E5,2891,0.1944,0.3105
650,D2018_01_29_S00153_I0831_D_pdb,E5,2921,0.1945,0.3071
651,D2018_01_29_S00153_I0831_D_pdb,E5,631,0.1943,0.3121
652,D2018_01_29_S00153_I0831_D_pdb,E5,651,0.1950,0.3121
653,D2018_01_29_S00153_I0831_D_pdb,E5,60,0.1967,0.3152
654,D2018_01_29_S00153_I0831_D_pdb,E5,1300,0.1935,0.3017
655,D2018_01_29_S00153_I0831_D_pdb,E5,2561,0.1933,0.3104
656,D2018_01_29_S00153_I0831_D_pdb,E5,7209,0.2142,0.3213
657,D2018_01_29_S00153_I0831_D_pdb,E5,1001,0.1949,0.3211
658,D2018_01_29_S00153_I0831_D_pdb,E5,6998,0.1943,0.3023
659,D2018_01_29_S00153_I0831_D_pdb,E5,8872,,
660,D2018_01_29_S00153_I0831_D_pdb,E5,9102,,
661,D2018_01_29_S00153_I0831_D_pdb,E5,7889,0.2082,0.3034
662,D2018_01_29_S00153_I0831_D_pdb,E5,9503,,
663,D2018_01_29_S00153_I0831_D_pdb,E5,1930,0.1969,0.3034
664,D2018_01_29_S00153_I0831_D_pdb,E5,9623,,
665,D2018_01_29_S00153_I0831_D_pdb,E5,5616,0.1939,0.3015
666,D2018_01_29_S00153_I0831_D_pdb,E5,5216,0.1900,0.3013
667,D2018_01_29_S00153_I0831_D_pdb,E5,791,0.1953,0.3148
668,D2018_01_29_S00153_I0831_D_pdb,E5,4256,0.1979,0.3098
669,D2018_01_29_S00153_I0831_D_pdb,E5,3031,0.1994,0.3094
670,D2018_01_29_S00153_I0831_D_pdb,E5,8359,0.1922,0.2796
671,D2018_01_29_S00153_I0831_D_pdb,E5,5246,0.1911,0.3033
672,D2018_01_29_S00153_I0831_D_pdb,E5,4636,0.1935,0.3079
673,D2018_01_29_S00153_I0831_D_pdb,E5,5957,0.1931,0.3005
674,D2018_01_29_S00153_I0831_D_pdb,E5,661,0.1948,0.3112
675,D2018_01_29_S00153_I0831_D_pdb,E5,3161,0.1990,0.3052
676,D2018_01_29_S00153_I0831_D_pdb,E5,8169,0.2127,0.3241
677,D2018_01_29_S00153_I0831_D_pdb,E5,1145,0.1950,0.3078
678,D2018_01_29_S00153_I0831_D_pdb,E5,5787,0.1938,0.3059
679,D2018_01_29_S00153_I0831_D_pdb,E5,6878,0.1914,0.3020
680,D2018_01_29_S00153_I0831_D_pdb,E5,3952,0.1989,0.3055
681,D2018_01_29_S00153_I0831_D_pdb,E5,7739,0.2090,0.3124
682,D2018_01_29_S00153_I0831_D_pdb,E5,8339,0.1942,0.2890
683,D2018_01_29_S00153_I0831_D_pdb,E5,3841,0.1971,0.3061
684,D2018_01_29_S00153_I0831_D_pdb,E5,3211,0.1966,0.3057
685,D2018_01_29_S00153_I0831_D_pdb,E5,3561,0.1962,0.3070
686,D2018_01_29_S00153_I0831_D_pdb,E5,1890,0.1979,0.3031
687,D2018_01_29_S00153_I0831_D_pdb,E5,9930,,
688,D2018_01_29_S00153_I0831_D_pdb,E5,6167,0.1950,0.3025
689,D2018_01_29_S00153_I0831_D_pdb,E5,8812,,
690,D2018_01_29_S00153_I0831_D_pdb,E5,7519,0.2148,0.3189
691,D2018_01_29_S00153_I0831_D_pdb,E5,4576,0.1919,0.3103
692,D2018_01_29_S00153_I0831_D_pdb,E5,4398,0.1941,0.3104
693,D2018_01_29_S00153_I0831_D_pdb,E5,4021,0.1973,0.3072
694,D2018_01_29_S00153_I0831_D_pdb,E5,6077,0.1949,0.3054
695,D2018_01_29_S00153_I0831_D_pdb,E5,5446,0.1919,0.3080
696,D2018_01_29_S00153_I0831_D_pdb,E5,5606,0.1934,0.3051
697,D2018_01_29_S00153_I0831_D_pdb,E5,5336,0.1904,0.3081
698,D2018_01_29_S00153_I0831_D_pdb,E5,9910,,
699,D2018_01_29_S00153_I0831_D_pdb,E5,1560,0.1962,0.3017
700,D2018_01_29_S00153_I0831_D_pdb,E5,521,0.1933,0.3161
701,D2018_01_29_S00153_I0831_D_pdb,E5,6437,0.1926,0.3024
702,D2018_01_29_S00153_I0831_D_pdb,E5,4435,0.1965,0.3092
703,D2018_01_29_S00153_I0831_D_pdb,E5,4146,0.1992,0.3079
704,D2018_01_29_S00153_I0831_D_pdb,E5,6007,0.1924,0.3027
705,D2018_01_29_S00153_I0831_D_pdb,E5,6397,0.1927,0.3033
706,D2018_01_29_S00153_I0831_D_pdb,E5,9162,,
707,D2018_01_29_S00153_I0831_D_pdb,E5,5566,0.1919,0.3036
708,D2018_01_29_S00153_I0831_D_pdb,E5,8632,,
709,D2018_01_29_S00153_I0831_D_pdb,E5,9533,,
710,D2018_01_29_S00153_I0831_D_pdb,E5,7779,0.2082,0.3188
711,D2018_01_29_S00153_I0831_D_pdb,E5,8329,0.1934,0.2882
712,D2018_01_29_S00153_I0831_D_pdb,E5,3641,0.1976,0.3090
713,D2018_01_29_S00153_I0831_D_pdb,E5,7379,0.2171,0.3271
714,D2018_01_29_S00153_I0831_D_pdb,E5,2261,0.1915,0.3079
715,D2018_01_29_S00153_I0831_D_pdb,E5,3351,0.1974,0.3068
716,D2018_01_29_S00153_I0831_D_pdb,E5,4566,0.1941,0.3088
717,D2018_01_29_S00153_I0831_D_pdb,E5,711,0.1955,0.3152
718,D2018_01_29_S00153_I0831_D_pdb,E5,9603,,
719,D2018_01_29_S00153_I0831_D_pdb,E5,7109,0.1996,0.3060
720,D2018_01_29_S00153_I0831_D_pdb,E5,9663,,
721,D2018_01_29_S00153_I0831_D_pdb,E5,6498,0.1939,0.3025
722,D2018_01_29_S00153_I0831_D_pdb,E5,1710,0.1971,0.3054
