,Batch,ID,Time,Embryo,Zona
2529,D2017_10_18_S0101_I831_pdb,E1,5579,0.1885,0.3279
2530,D2017_10_18_S0101_I831_pdb,E1,4446,0.1866,0.3220
2531,D2017_10_18_S0101_I831_pdb,E1,5969,0.1864,0.3200
2532,D2017_10_18_S0101_I831_pdb,E1,8108,0.2976,0.3685
2533,D2017_10_18_S0101_I831_pdb,E1,7688,0.2348,0.3533
2534,D2017_10_18_S0101_I831_pdb,E1,2978,0.1862,0.3228
2535,D2017_10_18_S0101_I831_pdb,E1,6879,0.1820,0.3194
2536,D2017_10_18_S0101_I831_pdb,E1,2251,0.1819,0.3247
2537,D2017_10_18_S0101_I831_pdb,E1,6389,0.1850,0.3172
2538,D2017_10_18_S0101_I831_pdb,E1,4426,0.1832,0.3200
2539,D2017_10_18_S0101_I831_pdb,E1,6149,0.1812,0.3196
2540,D2019_04_23_S00442_I0831_D_pdb,E2,5807,0.1763,0.2786
2541,D2019_04_23_S00442_I0831_D_pdb,E2,7292,0.1695,0.2799
2542,D2019_04_23_S00442_I0831_D_pdb,E2,7953,0.2027,0.3064
2543,D2019_04_23_S00442_I0831_D_pdb,E2,2685,0.1651,0.2875
2544,D2019_04_23_S00442_I0831_D_pdb,E2,3976,0.1686,0.2777
2545,D2019_04_23_S00442_I0831_D_pdb,E2,7082,0.1694,0.2822
2546,D2019_04_23_S00442_I0831_D_pdb,E2,7593,0.2217,0.3231
2547,D2019_04_23_S00442_I0831_D_pdb,E2,1461,0.1698,0.3152
2548,D2019_04_23_S00442_I0831_D_pdb,E2,4807,0.1652,0.2769
2549,D2019_04_23_S00442_I0831_D_pdb,E2,4086,0.1685,0.2721
2550,D2019_04_23_S00442_I0831_D_pdb,E2,3155,0.1656,0.2851
2551,D2019_04_23_S00442_I0831_D_pdb,E2,4977,0.1709,0.2771
2552,D2019_04_23_S00442_I0831_D_pdb,E2,6287,0.1750,0.2829
2553,D2019_04_23_S00442_I0831_D_pdb,E2,5767,0.1729,0.2838
2554,D2019_04_23_S00442_I0831_D_pdb,E2,3235,0.1592,0.2850
2555,D2019_04_23_S00442_I0831_D_pdb,E2,3486,0.1623,0.2793
2556,D2019_04_23_S00442_I0831_D_pdb,E2,5217,0.1721,0.2796
2557,D2019_04_23_S00442_I0831_D_pdb,E2,7002,0.1725,0.2799
2558,D2019_04_23_S00442_I0831_D_pdb,E2,6597,0.1731,0.2885
2559,D2019_04_23_S00442_I0831_D_pdb,E2,6827,0.1746,0.2804
2560,D2019_04_23_S00442_I0831_D_pdb,E2,5477,0.1731,0.2799
2561,D2019_04_23_S00442_I0831_D_pdb,E2,6417,0.1797,0.2845
2562,D2019_04_23_S00442_I0831_D_pdb,E2,1313,0.1688,0.3172
2563,D2019_04_23_S00442_I0831_D_pdb,E2,3516,0.1623,0.2807
2564,D2019_04_23_S00442_I0831_D_pdb,E2,2112,0.1709,0.2854
2565,D2019_04_23_S00442_I0831_D_pdb,E2,7963,0.2018,0.3074
2566,D2019_04_23_S00442_I0831_D_pdb,E2,4336,0.1635,0.2790
2567,D2019_04_23_S00442_I0831_D_pdb,E2,4356,0.1657,0.2808
2568,D2019_04_23_S00442_I0831_D_pdb,E2,7553,0.2106,0.3105
2569,D2019_04_23_S00442_I0831_D_pdb,E2,4216,0.1694,0.2777
2570,D2019_04_23_S00442_I0831_D_pdb,E2,3055,0.1648,0.2851
2571,D2019_04_23_S00442_I0831_D_pdb,E2,6507,0.1785,0.2846
2572,D2019_04_23_S00442_I0831_D_pdb,E2,1621,0.1581,0.3040
2573,D2019_04_23_S00442_I0831_D_pdb,E2,2272,0.1608,0.2841
2574,D2019_04_23_S00442_I0831_D_pdb,E2,2636,0.1647,0.2895
2575,D2019_04_23_S00442_I0831_D_pdb,E2,4997,0.1721,0.2793
2576,D2019_04_23_S00442_I0831_D_pdb,E2,2775,0.1667,0.2873
2577,D2019_04_23_S00442_I0831_D_pdb,E2,7132,0.1703,0.2841
2578,D2019_04_23_S00442_I0831_D_pdb,E2,5117,0.1752,0.2789
2579,D2019_04_23_S00442_I0831_D_pdb,E2,6527,0.1760,0.2850
2580,D2019_04_23_S00442_I0831_D_pdb,E2,5707,0.1745,0.2778
2581,D2019_04_23_S00442_I0831_D_pdb,E2,4967,0.1712,0.2778
2582,D2019_04_23_S00442_I0831_D_pdb,E2,6027,0.1707,0.2818
2583,D2019_04_23_S00442_I0831_D_pdb,E2,6757,0.1737,0.2850
2584,D2019_04_23_S00442_I0831_D_pdb,E2,2232,0.1614,0.2853
2585,D2019_04_23_S00442_I0831_D_pdb,E2,6838,0.1724,0.2808
2586,D2019_04_23_S00442_I0831_D_pdb,E2,6177,0.1698,0.2803
2587,D2019_04_23_S00442_I0831_D_pdb,E2,8213,0.2640,0.3414
2588,D2019_04_23_S00442_I0831_D_pdb,E2,1882,0.1725,0.2902
2589,D2019_04_23_S00442_I0831_D_pdb,E2,3816,0.1647,0.2797
2590,D2019_04_23_S00442_I0831_D_pdb,E2,7112,0.1682,0.2843
2591,D2019_04_23_S00442_I0831_D_pdb,E2,6477,0.1727,0.2867
2592,D2019_04_23_S00442_I0831_D_pdb,E2,4787,0.1681,0.2760
2593,D2019_04_23_S00442_I0831_D_pdb,E2,1263,0.1697,0.3162
2594,D2019_04_23_S00442_I0831_D_pdb,E2,6697,0.1758,0.2831
2595,D2019_04_23_S00442_I0831_D_pdb,E2,3225,0.1600,0.2904
2596,D2019_04_23_S00442_I0831_D_pdb,E2,1511,0.1701,0.3138
2597,D2019_04_23_S00442_I0831_D_pdb,E2,8023,0.2184,0.3117
2598,D2019_04_23_S00442_I0831_D_pdb,E2,1972,0.1674,0.2887
2599,D2019_04_23_S00442_I0831_D_pdb,E2,6747,0.1717,0.2824
2600,D2019_04_23_S00442_I0831_D_pdb,E2,5567,0.1733,0.2831
2601,D2019_04_23_S00442_I0831_D_pdb,E2,1323,0.1680,0.3182
2602,D2019_04_23_S00442_I0831_D_pdb,E2,2935,0.1627,0.2880
2603,D2019_04_23_S00442_I0831_D_pdb,E2,5907,0.1678,0.2810
2604,D2019_04_23_S00442_I0831_D_pdb,E2,3116,0.1655,0.2882
2605,D2019_04_23_S00442_I0831_D_pdb,E2,3065,0.1664,0.2850
2606,D2019_04_23_S00442_I0831_D_pdb,E2,5847,0.1777,0.2854
2607,D2019_04_23_S00442_I0831_D_pdb,E2,4837,0.1671,0.2771
2608,D2019_04_23_S00442_I0831_D_pdb,E2,6047,0.1745,0.2832
2609,D2019_04_23_S00442_I0831_D_pdb,E2,1471,0.1711,0.3139
2610,D2019_04_23_S00442_I0831_D_pdb,E2,6892,0.1704,0.2777
2611,D2019_04_23_S00442_I0831_D_pdb,E2,4947,0.1703,0.2800
2612,D2019_04_23_S00442_I0831_D_pdb,E2,6657,0.1735,0.2820
2613,D2019_04_23_S00442_I0831_D_pdb,E2,1541,0.1702,0.3134
2614,D2019_04_23_S00442_I0831_D_pdb,E2,2342,0.1596,0.2836
2615,D2019_04_23_S00442_I0831_D_pdb,E2,7623,0.2310,0.3264
2616,D2019_04_23_S00442_I0831_D_pdb,E2,4106,0.1663,0.2792
2617,D2019_04_23_S00442_I0831_D_pdb,E2,7743,0.2052,0.3061
2618,D2019_04_23_S00442_I0831_D_pdb,E2,2975,0.1668,0.2916
2619,D2019_04_23_S00442_I0831_D_pdb,E2,6077,0.1727,0.2827
2620,D2019_04_23_S00442_I0831_D_pdb,E2,7533,0.2075,0.3077
2621,D2019_04_23_S00442_I0831_D_pdb,E2,5737,0.1765,0.2818
2622,D2019_04_23_S00442_I0831_D_pdb,E2,3476,0.1637,0.2846
2623,D2019_04_23_S00442_I0831_D_pdb,E2,3215,0.1678,0.2852
2624,D2019_04_23_S00442_I0831_D_pdb,E2,5397,0.1791,0.2812
2625,D2019_04_23_S00442_I0831_D_pdb,E2,2745,0.1637,0.2905
2626,D2019_04_23_S00442_I0831_D_pdb,E2,2292,0.1574,0.2825
2627,D2019_04_23_S00442_I0831_D_pdb,E2,5147,0.1679,0.2787
2628,D2019_04_23_S00442_I0831_D_pdb,E2,3916,0.1678,0.2764
2629,D2019_04_23_S00442_I0831_D_pdb,E2,5247,0.1721,0.2777
2630,D2019_04_23_S00442_I0831_D_pdb,E2,4006,0.1713,0.2777
2631,D2019_04_23_S00442_I0831_D_pdb,E2,3766,0.1659,0.2815
2632,D2019_04_23_S00442_I0831_D_pdb,E2,1862,0.1665,0.2882
2633,D2019_04_23_S00442_I0831_D_pdb,E2,3896,0.1668,0.2770
2634,D2019_04_23_S00442_I0831_D_pdb,E2,5607,0.1719,0.2796
2635,D2019_04_23_S00442_I0831_D_pdb,E2,5697,0.1754,0.2781
2636,D2019_04_23_S00442_I0831_D_pdb,E2,6557,0.1746,0.2893
2637,D2019_04_23_S00442_I0831_D_pdb,E2,4847,0.1661,0.2791
2638,D2019_04_23_S00442_I0831_D_pdb,E2,5687,0.1756,0.2822
2639,D2019_04_23_S00442_I0831_D_pdb,E2,7343,0.1709,0.2875
2640,D2019_04_23_S00442_I0831_D_pdb,E2,2538,0.1677,0.2889
2641,D2019_04_23_S00442_I0831_D_pdb,E2,2512,0.1745,0.2888
2642,D2019_04_23_S00442_I0831_D_pdb,E2,1401,0.1689,0.3169
2643,D2019_04_23_S00442_I0831_D_pdb,E2,7513,0.2010,0.3034
2644,D2019_04_23_S00442_I0831_D_pdb,E2,3546,0.1665,0.2826
2645,D2019_04_23_S00442_I0831_D_pdb,E2,1273,0.1712,0.3160
2646,D2019_04_23_S00442_I0831_D_pdb,E2,3306,0.1659,0.2856
2647,D2019_04_23_S00442_I0831_D_pdb,E2,2825,0.1674,0.2898
2648,D2019_04_23_S00442_I0831_D_pdb,E2,4236,0.1675,0.2755
2649,D2019_04_23_S00442_I0831_D_pdb,E2,2579,0.1690,0.2906
2650,D2019_04_23_S00442_I0831_D_pdb,E2,5077,0.1718,0.2793
2651,D2019_04_23_S00442_I0831_D_pdb,E2,5797,0.1786,0.2813
2652,D2019_04_23_S00442_I0831_D_pdb,E2,8263,0.2886,0.3497
2653,D2019_04_23_S00442_I0831_D_pdb,E2,2559,0.1735,0.2923
2654,D2019_04_23_S00442_I0831_D_pdb,E2,3436,0.1653,0.2851
2655,D2019_04_23_S00442_I0831_D_pdb,E2,2785,0.1645,0.2880
2656,D2019_04_23_S00442_I0831_D_pdb,E2,7703,0.2054,0.3025
2657,D2019_04_23_S00442_I0831_D_pdb,E2,4496,0.1637,0.2756
2658,D2019_04_23_S00442_I0831_D_pdb,E2,3346,0.1631,0.2833
2659,D2019_04_23_S00442_I0831_D_pdb,E2,5867,0.1748,0.2857
2660,D2019_04_23_S00442_I0831_D_pdb,E2,3986,0.1697,0.2771
2661,D2019_04_23_S00442_I0831_D_pdb,E2,3336,0.1645,0.2838
2662,D2019_04_23_S00442_I0831_D_pdb,E2,1611,0.1603,0.3061
2663,D2019_04_23_S00442_I0831_D_pdb,E2,3275,0.1662,0.2842
2664,D2019_04_23_S00442_I0831_D_pdb,E2,6097,0.1721,0.2837
2665,D2019_04_23_S00442_I0831_D_pdb,E2,7363,0.1732,0.2860
2666,D2019_04_23_S00442_I0831_D_pdb,E2,2402,0.1622,0.2849
2667,D2019_04_23_S00442_I0831_D_pdb,E2,6972,0.1687,0.2793
2668,D2019_04_23_S00442_I0831_D_pdb,E2,5727,0.1764,0.2781
2669,D2019_04_23_S00442_I0831_D_pdb,E2,7172,0.1662,0.2859
2670,D2019_04_23_S00442_I0831_D_pdb,E2,4026,0.1699,0.2750
2671,D2019_04_23_S00442_I0831_D_pdb,E2,7023,0.1694,0.2819
2672,D2019_04_23_S00442_I0831_D_pdb,E2,4376,0.1654,0.2796
2673,D2019_04_23_S00442_I0831_D_pdb,E2,1781,0.1701,0.2914
2674,D2019_04_23_S00442_I0831_D_pdb,E2,7853,0.2090,0.3076
2675,D2019_04_23_S00442_I0831_D_pdb,E2,2875,0.1663,0.2925
2676,D2019_04_23_S00442_I0831_D_pdb,E2,1631,0.1566,0.2999
2677,D2019_04_23_S00442_I0831_D_pdb,E2,1421,0.1684,0.3143
2678,D2019_04_23_S00442_I0831_D_pdb,E2,6717,0.1724,0.2852
2679,D2019_04_23_S00442_I0831_D_pdb,E2,2242,0.1516,0.2847
2680,D2019_04_23_S00442_I0831_D_pdb,E2,2332,0.1532,0.2846
2681,D2019_04_23_S00442_I0831_D_pdb,E2,7773,0.2150,0.3213
2682,D2019_04_23_S00442_I0831_D_pdb,E2,7152,0.1667,0.2875
2683,D2019_04_23_S00442_I0831_D_pdb,E2,1701,0.1517,0.2928
2684,D2019_04_23_S00442_I0831_D_pdb,E2,7253,0.1714,0.2797
2685,D2019_04_23_S00442_I0831_D_pdb,E2,1711,0.1560,0.2954
2686,D2019_04_23_S00442_I0831_D_pdb,E2,6942,0.1729,0.2776
2687,D2019_04_23_S00442_I0831_D_pdb,E2,5827,0.1762,0.2846
2688,D2019_04_23_S00442_I0831_D_pdb,E2,7893,0.2056,0.3037
2689,D2019_04_23_S00442_I0831_D_pdb,E2,5857,0.1743,0.2830
2690,D2019_04_23_S00442_I0831_D_pdb,E2,6447,0.1753,0.2841
2691,D2019_04_23_S00442_I0831_D_pdb,E2,1441,0.1686,0.3171
2692,D2019_04_23_S00442_I0831_D_pdb,E2,3796,0.1629,0.2801
2693,D2019_04_23_S00442_I0831_D_pdb,E2,1731,0.1588,0.2897
2694,D2019_04_23_S00442_I0831_D_pdb,E2,6807,0.1730,0.2820
2695,D2019_04_23_S00442_I0831_D_pdb,E2,1671,0.1573,0.2948
2696,D2019_04_23_S00442_I0831_D_pdb,E2,2442,0.1653,0.2842
2697,D2019_04_23_S00442_I0831_D_pdb,E2,7373,0.1769,0.2869
2698,D2019_04_23_S00442_I0831_D_pdb,E2,6167,0.1693,0.2784
2699,D2019_04_23_S00442_I0831_D_pdb,E2,7563,0.2102,0.3120
2700,D2019_04_23_S00442_I0831_D_pdb,E2,5357,0.1731,0.2763
2701,D2019_04_23_S00442_I0831_D_pdb,E2,7413,0.1784,0.2904
2702,D2019_04_23_S00442_I0831_D_pdb,E2,2182,0.1687,0.2854
2703,D2019_04_23_S00442_I0831_D_pdb,E2,6797,0.1745,0.2848
2704,D2019_04_23_S00442_I0831_D_pdb,E2,3366,0.1615,0.2844
2705,D2019_04_23_S00442_I0831_D_pdb,E2,6517,0.1758,0.2825
2706,D2019_04_23_S00442_I0831_D_pdb,E2,5407,0.1762,0.2819
2707,D2019_04_23_S00442_I0831_D_pdb,E2,6567,0.1749,0.2851
2708,D2019_04_23_S00442_I0831_D_pdb,E2,5317,0.1705,0.2768
2709,D2019_04_23_S00442_I0831_D_pdb,E2,4746,0.1710,0.2783
2710,D2019_04_23_S00442_I0831_D_pdb,E2,1431,0.1686,0.3160
2711,D2019_04_23_S00442_I0831_D_pdb,E2,2302,0.1591,0.2836
2712,D2019_04_23_S00442_I0831_D_pdb,E2,2102,0.1626,0.2868
2713,D2019_04_23_S00442_I0831_D_pdb,E2,5187,0.1721,0.2776
2714,D2019_04_23_S00442_I0831_D_pdb,E2,1112,0.1687,0.3105
2715,D2019_04_23_S00442_I0831_D_pdb,E2,8283,0.2966,0.3584
2716,D2019_04_23_S00442_I0831_D_pdb,E2,6157,0.1709,0.2811
2717,D2019_04_23_S00442_I0831_D_pdb,E2,5337,0.1703,0.2743
2718,D2019_04_23_S00442_I0831_D_pdb,E2,8133,0.2293,0.3195
2719,D2019_04_23_S00442_I0831_D_pdb,E2,5637,0.1766,0.2804
2720,D2019_04_23_S00442_I0831_D_pdb,E2,1721,0.1628,0.2922
2721,D2019_04_23_S00442_I0831_D_pdb,E2,6788,0.1742,0.2839
2722,D2019_04_23_S00442_I0831_D_pdb,E2,4116,0.1655,0.2723
2723,D2019_04_23_S00442_I0831_D_pdb,E2,1142,0.1710,0.3147
2724,D2019_04_23_S00442_I0831_D_pdb,E2,2072,0.1689,0.2853
2725,D2019_04_23_S00442_I0831_D_pdb,E2,1992,0.1634,0.2879
2726,D2019_04_23_S00442_I0831_D_pdb,E2,5377,0.1744,0.2773
2727,D2019_04_23_S00442_I0831_D_pdb,E2,6952,0.1728,0.2768
2728,D2019_04_23_S00442_I0831_D_pdb,E2,4857,0.1664,0.2762
2729,D2019_04_23_S00442_I0831_D_pdb,E2,3426,0.1639,0.2827
2730,D2019_04_23_S00442_I0831_D_pdb,E2,2755,0.1628,0.2865
2731,D2019_04_23_S00442_I0831_D_pdb,E2,4686,0.1662,0.2817
2732,D2019_04_23_S00442_I0831_D_pdb,E2,5997,0.1692,0.2842
2733,D2019_04_23_S00442_I0831_D_pdb,E2,4346,0.1647,0.2762
2734,D2019_04_23_S00442_I0831_D_pdb,E2,1942,0.1692,0.2891
2735,D2019_04_23_S00442_I0831_D_pdb,E2,5657,0.1775,0.2857
2736,D2019_04_23_S00442_I0831_D_pdb,E2,3295,0.1660,0.2862
2737,D2019_04_23_S00442_I0831_D_pdb,E2,1892,0.1703,0.2920
2738,D2019_04_23_S00442_I0831_D_pdb,E2,7433,0.1814,0.2878
2739,D2019_04_23_S00442_I0831_D_pdb,E2,2462,0.1655,0.2849
2740,D2019_04_23_S00442_I0831_D_pdb,E2,5007,0.1714,0.2798
2741,D2019_04_23_S00442_I0831_D_pdb,E2,1792,0.1714,0.2882
2742,D2019_04_23_S00442_I0831_D_pdb,E2,5977,0.1732,0.2789
2743,D2019_04_23_S00442_I0831_D_pdb,E2,7423,0.1798,0.2894
2744,D2019_04_23_S00442_I0831_D_pdb,E2,3666,0.1660,0.2821
2745,D2019_04_23_S00442_I0831_D_pdb,E2,1872,0.1701,0.2903
2746,D2019_04_23_S00442_I0831_D_pdb,E2,6247,0.1711,0.2817
2747,D2019_04_23_S00442_I0831_D_pdb,E2,5837,0.1773,0.2837
2748,D2019_04_23_S00442_I0831_D_pdb,E2,6337,0.1743,0.2811
2749,D2019_04_23_S00442_I0831_D_pdb,E2,7543,0.2092,0.3080
2750,D2019_04_23_S00442_I0831_D_pdb,E2,3596,0.1650,0.2814
2751,D2019_04_23_S00442_I0831_D_pdb,E2,1691,0.1596,0.2950
2752,D2019_04_23_S00442_I0831_D_pdb,E2,7473,0.1910,0.2943
2753,D2019_04_23_S00442_I0831_D_pdb,E2,4887,0.1650,0.2777
2754,D2019_04_23_S00442_I0831_D_pdb,E2,6197,0.1740,0.2791
2755,D2019_04_23_S00442_I0831_D_pdb,E2,8163,0.2434,0.3304
2756,D2019_04_23_S00442_I0831_D_pdb,E2,8113,0.2153,0.3135
2757,D2019_04_23_S00442_I0831_D_pdb,E2,4436,0.1658,0.2756
2758,D2019_04_23_S00442_I0831_D_pdb,E2,3726,0.1698,0.2809
2759,D2019_04_23_S00442_I0831_D_pdb,E2,6007,0.1719,0.2867
2760,D2019_04_23_S00442_I0831_D_pdb,E2,4596,0.1638,0.2748
2761,D2019_04_23_S00442_I0831_D_pdb,E2,4636,0.1672,0.2742
2762,D2019_04_23_S00442_I0831_D_pdb,E2,3095,0.1670,0.2897
2763,D2019_04_23_S00442_I0831_D_pdb,E2,5437,0.1772,0.2836
2764,D2019_04_23_S00442_I0831_D_pdb,E2,5367,0.1732,0.2775
2765,D2019_04_23_S00442_I0831_D_pdb,E2,7233,0.1739,0.2817
2766,D2019_04_23_S00442_I0831_D_pdb,E2,6397,0.1719,0.2817
2767,D2019_04_23_S00442_I0831_D_pdb,E2,6127,0.1730,0.2786
2768,D2019_04_23_S00442_I0831_D_pdb,E2,4716,0.1665,0.2806
2769,D2019_04_23_S00442_I0831_D_pdb,E2,5487,0.1732,0.2820
2770,D2019_04_23_S00442_I0831_D_pdb,E2,2042,0.1708,0.2881
2771,D2019_04_23_S00442_I0831_D_pdb,E2,2172,0.1641,0.2859
2772,D2019_04_23_S00442_I0831_D_pdb,E2,1182,0.1690,0.3145
2773,D2019_04_23_S00442_I0831_D_pdb,E2,5387,0.1750,0.2781
2774,D2019_04_23_S00442_I0831_D_pdb,E2,5787,0.1797,0.2813
2775,D2019_04_23_S00442_I0831_D_pdb,E2,5877,0.1700,0.2841
2776,D2019_04_23_S00442_I0831_D_pdb,E2,7813,0.2005,0.3015
2777,D2019_04_23_S00442_I0831_D_pdb,E2,4156,0.1690,0.2759
2778,D2019_04_23_S00442_I0831_D_pdb,E2,4456,0.1677,0.2758
2779,D2019_04_23_S00442_I0831_D_pdb,E2,4036,0.1696,0.2754
2780,D2019_04_23_S00442_I0831_D_pdb,E2,7463,0.1878,0.2894
2781,D2019_04_23_S00442_I0831_D_pdb,E2,3956,0.1714,0.2757
2782,D2019_04_23_S00442_I0831_D_pdb,E2,2382,0.1577,0.2835
2783,D2019_04_23_S00442_I0831_D_pdb,E2,5467,0.1765,0.2846
2784,D2019_04_23_S00442_I0831_D_pdb,E2,5017,0.1676,0.2798
2785,D2019_04_23_S00442_I0831_D_pdb,E2,2132,0.1682,0.2835
2786,D2019_04_23_S00442_I0831_D_pdb,E2,6547,0.1731,0.2877
2787,D2019_04_23_S00442_I0831_D_pdb,E2,8103,0.2114,0.3102
2788,D2019_04_23_S00442_I0831_D_pdb,E2,3105,0.1687,0.2843
2789,D2019_04_23_S00442_I0831_D_pdb,E2,1091,0.1685,0.3066
2790,D2019_04_23_S00442_I0831_D_pdb,E2,6992,0.1687,0.2764
2791,D2019_04_23_S00442_I0831_D_pdb,E2,5617,0.1721,0.2825
2792,D2019_04_23_S00442_I0831_D_pdb,E2,4706,0.1664,0.2789
2793,D2019_04_23_S00442_I0831_D_pdb,E2,7202,0.1719,0.2819
2794,D2019_04_23_S00442_I0831_D_pdb,E2,2022,0.1718,0.2916
2795,D2019_04_23_S00442_I0831_D_pdb,E2,3205,0.1682,0.2883
2796,D2019_04_23_S00442_I0831_D_pdb,E2,5887,0.1708,0.2880
2797,D2019_04_23_S00442_I0831_D_pdb,E2,7122,0.1691,0.2823
2798,D2019_04_23_S00442_I0831_D_pdb,E2,2915,0.1650,0.2884
2799,D2019_04_23_S00442_I0831_D_pdb,E2,5347,0.1746,0.2752
2800,D2019_04_23_S00442_I0831_D_pdb,E2,4466,0.1675,0.2769
2801,D2019_04_23_S00442_I0831_D_pdb,E2,3586,0.1647,0.2825
2802,D2019_04_23_S00442_I0831_D_pdb,E2,6487,0.1765,0.2836
2803,D2019_04_23_S00442_I0831_D_pdb,E2,4426,0.1675,0.2767
2804,D2019_04_23_S00442_I0831_D_pdb,E2,2392,0.1571,0.2840
2805,D2019_04_23_S00442_I0831_D_pdb,E2,2695,0.1663,0.2885
2806,D2019_04_23_S00442_I0831_D_pdb,E2,5297,0.1722,0.2741
2807,D2019_04_23_S00442_I0831_D_pdb,E2,4777,0.1714,0.2797
2808,D2019_04_23_S00442_I0831_D_pdb,E2,7913,0.2099,0.3102
2809,D2019_04_23_S00442_I0831_D_pdb,E2,1162,0.1693,0.3135
2810,D2019_04_23_S00442_I0831_D_pdb,E2,3696,0.1656,0.2836
2811,D2019_04_23_S00442_I0831_D_pdb,E2,6327,0.1752,0.2832
2812,D2019_04_23_S00442_I0831_D_pdb,E2,5157,0.1707,0.2764
2813,D2019_04_23_S00442_I0831_D_pdb,E2,1102,0.1706,0.3072
2814,D2019_04_23_S00442_I0831_D_pdb,E2,5257,0.1750,0.2747
2815,D2019_04_23_S00442_I0831_D_pdb,E2,6307,0.1752,0.2865
2816,D2019_04_23_S00442_I0831_D_pdb,E2,4957,0.1699,0.2756
2817,D2019_04_23_S00442_I0831_D_pdb,E2,6727,0.1716,0.2845
2818,D2019_04_23_S00442_I0831_D_pdb,E2,1551,0.1687,0.3139
2819,D2019_04_23_S00442_I0831_D_pdb,E2,4566,0.1658,0.2778
2820,D2019_04_23_S00442_I0831_D_pdb,E2,3576,0.1643,0.2813
2821,D2019_04_23_S00442_I0831_D_pdb,E2,7923,0.2068,0.3046
2822,D2019_04_23_S00442_I0831_D_pdb,E2,8043,0.2241,0.3190
2823,D2019_04_23_S00442_I0831_D_pdb,E2,7052,0.1730,0.2835
2824,D2019_04_23_S00442_I0831_D_pdb,E2,2985,0.1666,0.2903
2825,D2019_04_23_S00442_I0831_D_pdb,E2,7443,0.1857,0.2876
2826,D2019_04_23_S00442_I0831_D_pdb,E2,7032,0.1690,0.2819
2827,D2019_04_23_S00442_I0831_D_pdb,E2,4987,0.1724,0.2797
2828,D2019_04_23_S00442_I0831_D_pdb,E2,1842,0.1762,0.2877
2829,D2019_04_23_S00442_I0831_D_pdb,E2,2162,0.1684,0.2875
2830,D2019_04_23_S00442_I0831_D_pdb,E2,6607,0.1749,0.2832
2831,D2019_04_23_S00442_I0831_D_pdb,E2,7212,0.1729,0.2777
2832,D2019_04_23_S00442_I0831_D_pdb,E2,4016,0.1707,0.2779
2833,D2019_04_23_S00442_I0831_D_pdb,E2,2855,0.1652,0.2875
2834,D2019_04_23_S00442_I0831_D_pdb,E2,7733,0.2053,0.3024
2835,D2019_04_23_S00442_I0831_D_pdb,E2,7793,0.2028,0.3029
2836,D2019_04_23_S00442_I0831_D_pdb,E2,6868,0.1750,0.2799
2837,D2019_04_23_S00442_I0831_D_pdb,E2,4366,0.1661,0.2808
2838,D2019_04_23_S00442_I0831_D_pdb,E2,2645,0.1636,0.2861
2839,D2019_04_23_S00442_I0831_D_pdb,E2,6107,0.1711,0.2846
2840,D2019_04_23_S00442_I0831_D_pdb,E2,5417,0.1779,0.2780
2841,D2019_04_23_S00442_I0831_D_pdb,E2,6147,0.1727,0.2816
2842,D2019_04_23_S00442_I0831_D_pdb,E2,6617,0.1738,0.2834
2843,D2019_04_23_S00442_I0831_D_pdb,E2,8223,0.2724,0.3450
2844,D2019_04_23_S00442_I0831_D_pdb,E2,4937,0.1698,0.2766
2845,D2019_04_23_S00442_I0831_D_pdb,E2,8193,0.2574,0.3372
2846,D2019_04_23_S00442_I0831_D_pdb,E2,6767,0.1723,0.2840
2847,D2019_04_23_S00442_I0831_D_pdb,E2,1451,0.1679,0.3159
2848,D2019_04_23_S00442_I0831_D_pdb,E2,3836,0.1722,0.2805
2849,D2019_04_23_S00442_I0831_D_pdb,E2,1641,0.1579,0.2976
2850,D2019_04_23_S00442_I0831_D_pdb,E2,2995,0.1662,0.2886
2851,D2019_04_23_S00442_I0831_D_pdb,E2,1243,0.1704,0.3162
2852,D2019_04_23_S00442_I0831_D_pdb,E2,1333,0.1676,0.3142
2853,D2019_04_23_S00442_I0831_D_pdb,E2,6667,0.1728,0.2820
2854,D2019_04_23_S00442_I0831_D_pdb,E2,3996,0.1676,0.2772
2855,D2019_04_23_S00442_I0831_D_pdb,E2,5557,0.1748,0.2815
2856,D2019_04_23_S00442_I0831_D_pdb,E2,3966,0.1681,0.2744
2857,D2019_04_23_S00442_I0831_D_pdb,E2,3876,0.1659,0.2768
2858,D2019_04_23_S00442_I0831_D_pdb,E2,4646,0.1673,0.2751
2859,D2019_04_23_S00442_I0831_D_pdb,E2,4827,0.1683,0.2814
2860,D2019_04_23_S00442_I0831_D_pdb,E2,3005,0.1672,0.2931
2861,D2019_04_23_S00442_I0831_D_pdb,E2,1303,0.1669,0.3166
2862,D2019_04_23_S00442_I0831_D_pdb,E2,5067,0.1755,0.2806
2863,D2019_04_23_S00442_I0831_D_pdb,E2,6817,0.1746,0.2815
2864,D2019_04_23_S00442_I0831_D_pdb,E2,2609,0.1633,0.2860
2865,D2019_04_23_S00442_I0831_D_pdb,E2,2835,0.1652,0.2934
2866,D2019_04_23_S00442_I0831_D_pdb,E2,3716,0.1673,0.2798
2867,D2019_04_23_S00442_I0831_D_pdb,E2,3736,0.1689,0.2846
2868,D2019_04_23_S00442_I0831_D_pdb,E2,2152,0.1685,0.2872
2869,D2019_04_23_S00442_I0831_D_pdb,E2,2192,0.1655,0.2870
