,Batch,ID,Time,Class,Confidence,Size
7981,D2018_02_25_S00434_I0776,E2,4815,zona,0.9998,0.3163
7982,D2018_02_25_S00434_I0776,E2,4815,embryo,0.9982,0.2161
7983,D2018_02_25_S00434_I0776,E2,7966,zona,0.9687,0.4345
7984,D2018_02_25_S00434_I0776,E2,7966,embryo,0.5930,0.2427
7985,D2018_02_25_S00434_I0776,E2,5475,embryo,0.9998,0.1731
7986,D2018_02_25_S00434_I0776,E2,5475,zona,0.9986,0.3658
7987,D2018_02_25_S00434_I0776,E2,6897,zona,0.9998,0.3296
7988,D2018_02_25_S00434_I0776,E2,6897,embryo,0.9995,0.2371
7989,D2018_02_25_S00434_I0776,E2,7516,zona,0.9976,0.4232
7990,D2018_02_25_S00434_I0776,E2,1618,embryo,0.9997,0.1717
7991,D2018_02_25_S00434_I0776,E2,1618,zona,0.9954,0.3442
7992,D2018_02_25_S00434_I0776,E2,1978,embryo,0.9996,0.1905
7993,D2018_02_25_S00434_I0776,E2,1978,zona,0.9994,0.3092
7994,D2018_02_25_S00434_I0776,E2,5695,embryo,0.9996,0.1919
7995,D2018_02_25_S00434_I0776,E2,5695,zona,0.9984,0.3417
7996,D2018_02_25_S00434_I0776,E2,2956,embryo,0.9999,0.1832
7997,D2018_02_25_S00434_I0776,E2,2956,zona,0.9999,0.3356
7998,D2018_02_25_S00434_I0776,E2,2561,zona,0.9999,0.3331
7999,D2018_02_25_S00434_I0776,E2,2561,embryo,0.9998,0.2029
8000,D2018_02_25_S00434_I0776,E2,6050,embryo,0.9999,0.2052
8001,D2018_02_25_S00434_I0776,E2,6050,zona,0.9998,0.3360
8002,D2018_02_25_S00434_I0776,E2,5065,zona,0.9985,0.3327
8003,D2018_02_25_S00434_I0776,E2,5065,embryo,0.9977,0.1846
8004,D2018_02_25_S00434_I0776,E2,9596,zona,0.9688,0.3395
8005,D2018_02_25_S00434_I0776,E2,9596,embryo,0.8749,0.2695
8006,D2018_02_25_S00434_I0776,E2,6170,zona,0.9998,0.3285
8007,D2018_02_25_S00434_I0776,E2,6170,embryo,0.9994,0.2201
8008,D2018_02_25_S00434_I0776,E2,7090,embryo,0.9998,0.2233
8009,D2018_02_25_S00434_I0776,E2,7090,zona,0.9998,0.3558
8010,D2018_02_25_S00434_I0776,E2,8026,zona,0.9930,0.4772
8011,D2018_02_25_S00434_I0776,E2,8655,zona,0.9983,0.4223
8012,D2018_02_25_S00434_I0776,E2,8655,embryo,0.8767,0.2253
8013,D2018_02_25_S00434_I0776,E2,3536,zona,0.9999,0.3360
8014,D2018_02_25_S00434_I0776,E2,3536,embryo,0.9999,0.1876
8015,D2018_02_25_S00434_I0776,E2,9246,zona,0.9987,0.4142
