,Batch,ID,Time,Class,Confidence,Size
250,D2018_02_25_S00434_I0776,E4,6661,embryo,0.9194,0.2629
251,D2018_02_25_S00434_I0776,E4,5495,zona,1.0000,0.3206
252,D2018_02_25_S00434_I0776,E4,4445,zona,0.9999,0.3206
253,D2018_02_25_S00434_I0776,E4,5990,zona,1.0000,0.3255
254,D2018_02_25_S00434_I0776,E4,3707,zona,0.9981,0.4090
255,D2018_02_25_S00434_I0776,E4,5025,zona,0.9981,0.3850
256,D2018_02_25_S00434_I0776,E4,5025,embryo,0.8171,0.2235
257,D2018_02_25_S00434_I0776,E4,2652,zona,0.9988,0.2805
258,D2018_02_25_S00434_I0776,E4,2652,embryo,0.8664,0.2149
259,D2018_02_25_S00434_I0776,E4,3086,zona,0.9987,0.3677
260,D2018_02_25_S00434_I0776,E4,3086,embryo,0.8704,0.2233
261,D2018_02_25_S00434_I0776,E4,5135,zona,0.9981,0.3886
262,D2018_02_25_S00434_I0776,E4,5135,embryo,0.8591,0.2171
263,D2018_02_25_S00434_I0776,E4,2248,zona,0.9928,0.3874
264,D2018_02_25_S00434_I0776,E4,2248,embryo,0.7992,0.2398
265,D2018_02_25_S00434_I0776,E4,3147,zona,0.9993,0.3808
266,D2018_02_25_S00434_I0776,E4,3147,embryo,0.5829,0.2287
267,D2018_02_25_S00434_I0776,E4,3927,zona,0.9998,0.3107
268,D2018_02_25_S00434_I0776,E4,4665,zona,0.9998,0.3084
269,D2018_02_25_S00434_I0776,E4,2562,zona,0.9991,0.2776
270,D2018_02_25_S00434_I0776,E4,2562,embryo,0.8926,0.2033
271,D2018_02_25_S00434_I0776,E4,5405,zona,1.0000,0.3222
272,D2018_02_25_S00434_I0776,E4,5405,embryo,0.8611,0.1874
273,D2018_02_25_S00434_I0776,E4,4167,zona,0.9997,0.3082
274,D2018_02_25_S00434_I0776,E4,4167,embryo,0.7294,0.1915
275,D2018_02_25_S00434_I0776,E4,6191,zona,0.9988,0.3854
276,D2018_02_25_S00434_I0776,E4,6191,embryo,0.9927,0.2031
277,D2018_02_25_S00434_I0776,E4,4715,zona,0.9998,0.3179
278,D2018_02_25_S00434_I0776,E4,2449,zona,0.9988,0.2853
279,D2018_02_25_S00434_I0776,E4,2449,embryo,0.6904,0.2252
280,D2018_02_25_S00434_I0776,E4,5900,zona,1.0000,0.3112
281,D2018_02_25_S00434_I0776,E4,1918,zona,0.9986,0.2917
282,D2018_02_25_S00434_I0776,E4,1918,embryo,0.5987,0.2103
283,D2018_02_25_S00434_I0776,E4,2876,zona,0.9998,0.2917
284,D2018_02_25_S00434_I0776,E4,2876,embryo,0.8321,0.2046
285,D2018_02_25_S00434_I0776,E4,1118,zona,0.9980,0.2855
286,D2018_02_25_S00434_I0776,E4,3316,zona,1.0000,0.3127
287,D2018_02_25_S00434_I0776,E4,3316,embryo,0.7783,0.2216
288,D2018_02_25_S00434_I0776,E4,2208,zona,0.9987,0.2937
289,D2018_02_25_S00434_I0776,E4,1298,zona,0.9999,0.2956
290,D2018_02_25_S00434_I0776,E4,6080,zona,0.9993,0.3842
291,D2018_02_25_S00434_I0776,E4,6080,embryo,0.9669,0.1866
292,D2018_02_25_S00434_I0776,E4,5485,zona,1.0000,0.3132
293,D2018_02_25_S00434_I0776,E4,6491,zona,0.9999,0.3285
294,D2018_02_25_S00434_I0776,E4,6491,embryo,0.7602,0.2644
295,D2018_02_25_S00434_I0776,E4,1238,zona,0.9999,0.2963
296,D2018_02_25_S00434_I0776,E4,1238,embryo,0.6455,0.1956
297,D2018_02_25_S00434_I0776,E4,6937,zona,0.9947,0.4166
298,D2018_02_25_S00434_I0776,E4,6937,embryo,0.9300,0.2757
299,D2018_02_25_S00434_I0776,E4,2532,zona,0.9992,0.2799
300,D2018_02_25_S00434_I0776,E4,5525,zona,1.0000,0.3207
301,D2018_02_25_S00434_I0776,E4,5525,embryo,0.5175,0.2318
302,D2018_02_25_S00434_I0776,E4,2288,zona,0.9991,0.2975
303,D2018_02_25_S00434_I0776,E4,3557,zona,0.9989,0.3904
